@relation 'ARFF for bata_2014.txt'

@attribute tweet string
@attribute @@class@@ {T, N, F, A}
% T = (True) Positive tweet
% N = Neutral tweet
% F = (False) Negative Tweet
% A = Alert tweet

@data
'#twente #rtvoost Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/EGXM9Lsvbi',?
'Klaar voor de #batavierenrace ! #Nijmegen #enschede http://t.co/tM17mr3edC',?
'Ik rende met @Biton 30jaar geleden mee: @Batavierenrace zo leerde in #Gelderland en #Twente kennen: nu Statenlid namens @d66gelderland',?
'Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/8a19Ic1GRF #nieuws #overijssel',?
'N.S.Z.V. De Loefbijter wenst haar eigen lopers tijdens de @Batavierenrace veel succes toe!',?
'Finish Batavierenrace in Enschede verplaatst door noodweer - Door de grote hoeveelheid regen die in het begin van ... http://t.co/UJkY8tP0Jm',?
'RT @Twentsnieuws: Finish Batavierenrace in Enschede verplaatst door noodweer - Door de grote hoeveelheid regen die in het begin van ... htt…',?
'#bata14 voor alle batavieren Toi toi toi en laat deze voicekid je moed inzingen! #Talent2012 http://t.co/bBr8HkMu5s op naar morgen',?
'RT @topicusbv: De @Batavierenrace is voor de Topicanen gestart met een heerlijke BBQ. De eerste groep vertrekt zo naar Nijmegen! http://t.c…',?
'Na 5 keer @Batavierenrace voor het eerst sinds tijden niét meelopen. Normaal goed, nu #rotweer...Sterkte jongens! Tot bij het feest. ;)',?
'Sporten en feesten bij 42e Batavierenrace http://t.co/u8OdEsWoj0 http://t.co/HTM3HaVgch',?
'De nachtploeg is gearriveerd in Nijmegen! Download de Bata app en volg Syntaxis op de voet tijdens de #batavierenrace',?
'RT @UTNieuws: Natuurlijk is UT Nieuws bij de 42ste @Batavierenrace. Volg ons op Twitter, http://t.co/DSwCDfLJP4 en via http://t.co/lKNxhZo0…',?
'RT @UTNieuws: Over ruim vijf uur begint in Nijmegen de 42ste @Batavierenrace. Alle lopers veel succes! En hopelijk houden we het een beetje…',?
'Onderweg naar de 42e Batavierenrace! http://t.co/e4Yqq8GQkQ',?
'Wekker gezet. Hopelijk houden we het droog vannacht #batavierenrace http://t.co/jB7KP4gqaa',?
'@Batavierenrace Hebben jullie de #batafie al geïntroduceerd? http://t.co/lYpyOeFK1j',?
'RT @SVSyntaxis: De nachtploeg is gearriveerd in Nijmegen! Download de Bata app en volg Syntaxis op de voet tijdens de #batavierenrace',?
'RT @Rameneiro: Op weg naar Nijmegen, voor verslag Batavierenrace @runnersworldnl Hoop dat het opklaart. http://t.co/jpe6hSnJ9w',?
'RT @topicusbv: De @Batavierenrace is voor de Topicanen gestart met een heerlijke BBQ. De eerste groep vertrekt zo naar Nijmegen! http://t.c…',?
'Morgen de batavierenrace!! 7,5 km lopen. komt dat zien!!',?
'Morgen de batavierenrace!! vanaf 11 uur in Barchem. Komt dat zien!',?
'Onze collega\'s van @VoxNieuws maakten vanmiddag deze reportage over de laatste voorbereidingen op de @Batavierenrace: http://t.co/r3aqS81snO',?
'In Nijmegen gearriveerd met het topteam @interactief voor de #Batavierenrace! #zinin http://t.co/USLQCHO37R',?
'RT @TinekeG: Zo zeg, je zal maar moeten hardlopen en/of kamperen nu... \nSterkte voor alle bikkels van de #Batavierenrace!',?
'Jaja, #Batavierenrace #D66 #JongeDemocraten Vooruit met Europa! #EU14 http://t.co/20po3efrCg',?
'Wij wensen alle @Batavierenrace lopers een goede en droge nacht toe! Tot morgen in #Enschede!!! #lijn7 #gaseropdakeraf',?
'RT @MaaikePlatvoet: Zou het de natste race aller tijden worden? #batavierenrace',?
'To all runners and organizers of the #batavierenrace good luck and good fun!\nAnd special cheers to all TNW-participants! #hup #utwente',?
'@Batavierenrace best of luck to the team from @imperialcollege in the race!!',?
'@Jvreeman @Batavierenrace have Fun',?
'Just completed a 12.40 km run - 12,5K etappe in Batavierenrace gelopen in 56 minuten! WILLEN=KUNNEN http://t.co/IS283nizcn #RunKeeper',?
'Good morning to our runners at the Batavierenrace! http://t.co/c8OzwlkjQl',?
'RT @Pfreedman1984: 12.5k run and one hour sleep in total at the @Batavierenrace . Next runner about  to start! Mad but and experience!',?
'Good luck to the runners and supporters @Batavierenrace #running #outdoor',?
'12.5k run and one hour sleep in total at the @Batavierenrace . Next runner about  to start! Mad but and experience!',?
'No sleep, 1/3rd relay complete, much travelling to go #batavierenrace #stress #teamIC http://t.co/aeplidCihy',?
'Running two laps in the #batavierenrace today - very excited!',?
'Aaaand we\'re off!! Asset IB&amp;M @Batavierenrace Good luck everybody! http://t.co/wIVlIfRLo4',?
'batavierenrace? no thank you',F
'I also got the mother\'s day presents which is good. my siblings didn\'t have time because they\'re running the batavierenrace this weekend',?
'Brand in touringcar onderweg naar Batavierenrace | TV #Enschede FM: Een touringcar voor de Batavierenrace in #... http://t.co/n8qUdbvbLt',?
'@OmroepGLD Waaronder mijn zoon Frank. #Batavierenrace',?
'Opbouw wisselpunt Batavierenrace bij de Grolsch http://t.co/fhFsthml55',?
'Mocht je je afvragen hoeveelste editie van de Bata dit is... #bata14 http://t.co/RLnLwAaNMg',?
'Persoonlijk record gelopen met de #batavierenrace! 9,5 km in een kleine 47 minuten. Wat een organisatie, voor en door studenten! #gaaf',T
'@HinkeMulder @Batavierenrace dankje!',?
'Ondertussen heeft de boog het begeven in Barchem. Maar goed dat herstart 1/2 uur uitgesteld is. #bata14 http://t.co/1u9aVacCZQ',?
'Rondje gelopen over de batacamping. Vanmiddag is mijn repo te lezen op @VoxNieuws en @UTNieuws. #bata14 http://t.co/fMxM4ml7WV',?
'Onderweg naar Utrecht! Zo met het #SUSAsnel VIP loopteam van @susastudenten richting Enschede naar @batavierenrace #batavierenrace',?
'Stilte voor de storm. RT @J_Meijerink het was nog erg stil op de campus. http://t.co/ecHpE3BE90 #bata14',?
'RT @Peter_Colijn: Opbouw wisselpunt Batavierenrace bij de Grolsch http://t.co/fhFsthml55',?
'#krijtcampagne voor @topicusbv @Batavierenrace http://t.co/fVmb0rJuBe',?
'#krijtcampagne voor @topicusbv tijdens @Batavierenrace . Ook @maphevents ! http://t.co/g4Mjk3X2EA',?
'RT @geepje: De @Batavierenrace is in volle gang! Het #erasmusuni team heeft de nodige km\'s in de benen. Op naar de finish! http://t.co/qp99…',?
'RT @PuckSanders: Persoonlijk record gelopen met de #batavierenrace! 9,5 km in een kleine 47 minuten. Wat een organisatie, voor en door stud…',T
'RT @michielwolbers: Het blijft een waanzinnig mooi fenomeen de @Batavierenrace !! Genieten weer!',T
'Zelf ben ik in Friesland vanwege werk alleen wat hebben de @SAProto lopers voor de Batavierenrace een klote weer... #bata14',?
'RT @Jvreeman: Stilte voor de storm. RT @J_Meijerink het was nog erg stil op de campus. http://t.co/ecHpE3BE90 #bata14',?
'RT @TinekeG: Genoeg bier hier!\n#batavierenrace #bata14 #CampusUT http://t.co/OcJ8hl8wW6',?
'RT @PuckSanders: Persoonlijk record gelopen met de #batavierenrace! 9,5 km in een kleine 47 minuten. Wat een organisatie, voor en door stud…',T
'RT @achterhoek_foto: #Vorden: 42e editie van de #Batavierenrace via de #Achterhoek naar #Enschede. Foto\'s op: http://t.co/fBWOgPuyPe http:/…',?
'RT @TinekeG: Genoeg bier hier!\n#batavierenrace #bata14 #CampusUT http://t.co/OcJ8hl8wW6',?
'RT @michielwolbers: Het blijft een waanzinnig mooi fenomeen de @Batavierenrace !! Genieten weer!',T
'#glanerbrug #fm Brand in touringcar onderweg naar Batavierenrace | TV Enschede FM http://t.co/IYmifsWnT9',A
'#lonneker #fm Brand in touringcar onderweg naar Batavierenrace | TV Enschede FM http://t.co/t5s7wklzhK',A
'#usselo #fm Brand in touringcar onderweg naar Batavierenrace | TV Enschede FM http://t.co/xIifz90pC3',A
'#boekelo #fm Brand in touringcar onderweg naar Batavierenrace | TV Enschede FM http://t.co/vvljvoSaEc',A
'#rutbeek #fm Brand in touringcar onderweg naar Batavierenrace | TV Enschede FM http://t.co/Efjz3KayJB',A
'#enschede #fm Brand in touringcar onderweg naar Batavierenrace | TV Enschede FM http://t.co/jajcKBE1Qz',A
'De herstarts zijn een half uur opgeschoven. Reden: de bewegwijzering was niet overal in orde. http://t.co/jT9KaIQU3i #Bata14”',F
'RT @enschede: Vanmiddag Oude Markt #Enschede @Batavierenrace! Let op: geen fietsen op de Oude Markt maar in bewaakte fietsenstalling Kruisp…',?
'RT @ThijmenKetel: Kan die klere herrie uit op het camping terrein! Proberen mensen te slapen.. #bata14 #bataradio',F
'RT @emileuitapeldoo: Mag de nachtploeg niet slapen?????? #bataradio #bata14',F
'RT @TinekeG: Genoeg bier hier!\n#batavierenrace #bata14 #CampusUT http://t.co/OcJ8hl8wW6',?
'#Hack42 secretaris @PPvG gespot tijdens de @Batavierenrace https://t.co/KJgtVO9qOH #Verzorgingsploeg #BATA #Batavierenrace #757 #BATA14 #42',?
'RT @J_Meijerink: Rondje gelopen over de batacamping. Vanmiddag is mijn repo te lezen op @VoxNieuws en @UTNieuws. #bata14 http://t.co/fMxM4m…',?
'#bata14 Quite happy with my performance, ran 2 stages with total distance 17,6 km. Great fun; now: shower!',?
'RT @enschede: Vanmiddag Oude Markt #Enschede @Batavierenrace! Let op: geen fietsen op de Oude Markt maar in bewaakte fietsenstalling Kruisp…',?
'Verzwik nooit meer je enkel! Kom vanmiddag naar EXO-L en @renepolman  op de #bata14 in #Enschede!',?
'RT @Batavierenrace: De #Topicus herstart om 12 uur was een succes! #batavierenrace #bata http://t.co/b7ba8fCdeu',?
'Vandaag staan we bij de finish van de batavierenrace te Enschede! Komt u ons ook opzoeken?\n#batavierenrace #HANFEM #SBRMHAN',?
'Batavierenrace 2014: vannacht om 0:00 begonnen en nog steeds gaan we door! Slapen doen we later wel.',?
'Door wind en regen én zelfs met boomstam niet te stoppen! #held #bata #batavierenrace #SUSA http://t.co/Xc8XWtvLGE',?
'Tip! "@ExoLigament: Verzwik nooit meer je enkel! Kom vanmiddag naar EXO-L en @renepolman  op de #bata14 in #Enschede!” #blessureinfo',?
'RT @Batavierenrace: Door wind en regen én zelfs met boomstam niet te stoppen! #held #bata #batavierenrace #SUSA http://t.co/Xc8XWtvLGE',?
'Slapen??? Kan die herrie niet uit uit? Want de nachtploeg doet zo geen oog dicht #bata14 #bataradio',F
'Maak bij EXO-L een 3D-scan van je enkel en maak kans op een gratis externe enkelband op de #bata14! Elke 100ste scan wint! @blessure_info',?
'Daar zit je dan, in de regen te wachten op de Oude Markt. #bata14 http://t.co/D4cv84pcum',?
'Lopers @Batavierenrace in St. #Isidorushoeve. @tvefm http://t.co/pBedhFtHkV',?
'Wat een vreselijk weer voor de batalopers dit jaar! Respect voor die toppers die doorzetten en er voor gaan! #batavierenrace #Enschede',?
'RT @Franklnn: Lopers @Batavierenrace in St. #Isidorushoeve. @tvefm http://t.co/pBedhFtHkV',?
'RT @ExoLigament: Verzwik nooit meer je enkel! Kom vanmiddag naar EXO-L en @renepolman  op de #bata14 in #Enschede!',?
'RT @blessure_info: Tip! "@ExoLigament: Verzwik nooit meer je enkel! Kom vanmiddag naar EXO-L en @renepolman  op de #bata14 in #Enschede!” #…',?
'Het #SUSAsnel VIP hardloopteam is klaar voor de @Batavierenrace ! #batavierenrace http://t.co/RmeO3eykUB',?
'RT @UTNieuws: Daar zit je dan, in de regen te wachten op de Oude Markt. #bata14 http://t.co/D4cv84pcum',?
'RT @RabobankEH: Wij wensen alle lopers van de @Batavierenrace heel veel succes!! #bata14',?
'RT @UTNieuws: Daar zit je dan, in de regen te wachten op de Oude Markt. #bata14 http://t.co/D4cv84pcum',?
'De verslaggevers van @UTNieuws zijn De Kater ingevlucht. Wat een koude natte #bata14.',?
'Reünieteam @alo_de_haan #183 gaat als de brandweer bij @Batavierenrace Pressurecooker=on voor slotetappe! Bammetjeeee',?
'RT @SUSAstudenten: Het #SUSAsnel VIP hardloopteam is klaar voor de @Batavierenrace ! #batavierenrace http://t.co/RmeO3eykUB',?
'De verslaggevers van @UTNieuws zijn De Kater ingevlucht. Wat een koude natte #bata14.”',?
'Zo mijn 7,2 km #batavierenrace zitten er op. Ging lekker in lichte regen en wind.',?
'RT @UTNieuws: De verslaggevers van @UTNieuws zijn De Kater ingevlucht. Wat een koude natte #bata14.',?
'Ontzettend veel pech voor @utsaxionteam #bata14. Podiumplek passé. Straks details online op http://t.co/DSwCDfLJP4',?
'RT @UTNieuws: Ontzettend veel pech voor @utsaxionteam #bata14. Podiumplek passé. Straks details online op http://t.co/DSwCDfLJP4',?
'De medewerkers van de #batavierenrace hebben het heel koud, maar werken stug door. #hulde.',?
'Zo richting #oudemarkt om vanaf een droog terras de compleet verregende lopers van de #batavierenrace te aanschouwen #bata14 #bataradio',?
'Helaas kan onze collegevoorzitter Victor van der Chijs zijn vuurdoop op de #bata14 niet meemaken.  Hij is verhinderd.',?
'RT @UTNieuws: Daar zit je dan, in de regen te wachten op de Oude Markt. #bata14 http://t.co/D4cv84pcum',?
'RT @VoxNieuws: Mocht je je afvragen hoeveelste editie van de Bata dit is... #bata14 http://t.co/RLnLwAaNMg',?
'RT @MaaikePlatvoet: De medewerkers van de #batavierenrace hebben het heel koud, maar werken stug door. #hulde.',?
'"@rtvoost: Lopers Batavierenrace onderweg naar Enschede - http://t.co/qSI0Hr0TVk #rtvoost" Allemaal heel veel succes ondanks slechte weer!!!',?
'#bata14 op reserve x2 http://t.co/z27uJO9WEZ',?
'Waar zijn de Batavieren nu? #batavierenrace',?
'Brand in touringcar onderweg naar Batavierenrace | TV Enschede FM http://t.co/ZafTQUNWve',A
'Hoe het vanmiddag op de Batacamping was? Dat lees je hier. http://t.co/jRtmua1ujf #bata14',?
'Zo, vannacht 10km in 47,58 bij #batavierenrace en zojuist met @kvrigtersbleek 2 16-9 gewonnen van Mid Fryslan. #fransoff #powernap',?
'#bata14 Nat en koud #parcourbeschermers http://t.co/jU6JYUW3qv',?
'RT @Batavierenrace: De #Topicus herstart om 12 uur was een succes! #batavierenrace #bata http://t.co/b7ba8fCdeu',?
'Ik heb nu heel veel medelijden met de Bata-LiNK\'ers. Verzopen katjes... #Batavierenrace',?
'Eerste damesloper is binnen op de Oude Markt! Team Peter! Van de VU. #bata14',?
'Ons krijgen ze niet meer gek! #batavierenrace #bataradio http://t.co/Euq32pYoXN',?
'#oudemarkt #bata14 http://t.co/cUybfQreJ3',?
'Wow! De Horsthollers doen het supergoed tot nu toe! De spanning stijgt #batavierenrace #slotetappe',?
'RT @RabobankEH: Wij wensen alle lopers van de @Batavierenrace heel veel succes!! #bata14',?
'@utnieuws heeft persvoorlichter Frans van der Veeken gestrikt. We laten hem even opwarmen met een cappuccino. #bata14 http://t.co/mIA8TKgWpn',?
'RT @UTNieuws: Eerste damesloper is binnen op de Oude Markt! Team Peter! Van de VU. #bata14',?
'RT @Batavierenrace: START! #batavierenrace #2014 http://t.co/B8sb4OUHfw',?
'@UTNieuws op de hoogte van dat er veel oud Kronos leden meedoen aan de #batavierenrace? Studenten uit de jaren zeventig. Artikel waard?',?
'Eerste damesloper is binnen #bata14 http://t.co/6ocEy5q53Z',?
'RT @VoxNieuws: Hoe het vanmiddag op de Batacamping was? Dat lees je hier. http://t.co/jRtmua1ujf #bata14',?
'RT @VoxNieuws: Mocht je je afvragen hoeveelste editie van de Bata dit is... #bata14 http://t.co/RLnLwAaNMg',?
'Dienst tijdens de #batavierenrace in #053. Goede organisatie, helaas slecht weer. Wel gezellig op de Oude Markt',T
'#bata14 http://t.co/omLmfUs5jw',?
'RT @Jurrie2465: Dienst tijdens de #batavierenrace in #053. Goede organisatie, helaas slecht weer. Wel gezellig op de Oude Markt',T
'#batavierenrace #snelfie #viploop http://t.co/uP54fn9w37',?
'#snelfie \n#batavierenrace  #SUSA #VIPloop @SUSAbedrijven @SUSAstudenten http://t.co/9N1r5hCHj7',?
'Wat een tijden!! @DEMCON zit vol in de (op dit moment natte) @Batavierenrace, laatste etappes komen in zicht! #superteam',?
'Gisteravond met @FB_Nijmegen ervoor gezorgd dat alle fietsers in de @Batavierenrace goed verlicht zijn. Geen overbodige luxe met dit weer!',?
'RT @JoeyvanMaanen: #bata14 http://t.co/omLmfUs5jw',?
'RT @ManfredGeisink: #krijtcampagne voor @topicusbv tijdens @Batavierenrace . Ook @maphevents ! http://t.co/g4Mjk3X2EA',?
'RT @topicusbv: Collega\'s lopen nu op de campus. Doneer 2€ en ontvang een coole bril tegen de felle zon! Opbrengst gaat naar #bata4life @bat…',?
'In de #batavierenrace twee etappes hardgelopen met #kronos. Vroeger kronaut nu kronoud http://t.co/C6VO8sdCDK',?
'7,2 km in 38 minuten met 11,4 km/u! #bata14',?
'RT @topicusbv: Collega\'s lopen nu op de campus. Doneer 2€ en ontvang een coole bril tegen de felle zon! Opbrengst gaat naar #bata4life @bat…',?
'RT @VoxNieuws: Mocht je je afvragen hoeveelste editie van de Bata dit is... #bata14 http://t.co/RLnLwAaNMg',?
'#bata14 voor @MarcoBorger1 http://t.co/wBlissRmtY',?
'#bata14 laatste loodjes http://t.co/fnbAFIT77r',?
'#bata14 zakelijk instinct spreekt me aan. #foto #susa http://t.co/09aCp8X7Zd',?
'RT @Jurrie2465: Dienst tijdens de #batavierenrace in #053. Goede organisatie, helaas slecht weer. Wel gezellig op de Oude Markt',T
'RT @ExoLigament: Maak bij EXO-L een 3D-scan van je enkel en maak kans op een gratis externe enkelband op de #bata14! Elke 100ste scan wint!…',?
'RT @VoxNieuws: Hoe het vanmiddag op de Batacamping was? Dat lees je hier. http://t.co/jRtmua1ujf #bata14',?
'@HansNijenhuis Joh, ga de @Batavierenrace volgen. Veel leuker dan zo\'n marathon.',T
'De redactie van @UTNieuws is terug op de campus. Er wordt hard gewerkt aan een update van #bata14 , inclusief interview met Aeolus.',?
'Dochter Line loopt met #asac Amsterdam mee met @Batavierenrace #trotsoptwente http://t.co/nTsP3PnD0u',?
'Wie durft de buienradar nog ff te checken? Zijn de weergoden ons straks gunstig gezind bij de finish op de campus? #bata14',?
'@mwibbels Dank je. Vier uur slapen later zijn we er weer voor de finish... #magderegenuit? #batavierenrace',?
'RT @UTNieuws: Wie durft de buienradar nog ff te checken? Zijn de weergoden ons straks gunstig gezind bij de finish op de campus? #bata14',?
'RT @UTNieuws: Wie durft de buienradar nog ff te checken? Zijn de weergoden ons straks gunstig gezind bij de finish op de campus? #bata14',?
'#batavierenrace #Enschede Het centrum loopt vol. Natte boel hier. http://t.co/BSuXgKGhS8',?
'We zijn gewoon met z\'n zessen hier aan het werk op de redactie! Bikkels! Gezellig! #bata14',?
'Wat een bikkels, alle lopers en vrijwilligers van de #bata2014, HULDE!',T
'Ondanks regen \'gezellig\' druk op oude markt. Hulde aan alle renners, fietsers,  motorrijders &amp; bata-crew! #bata14 #batavierenrace #utwente',?
'RT @VoxNieuws: Mocht je je afvragen hoeveelste editie van de Bata dit is... #bata14 http://t.co/RLnLwAaNMg',?
'RT @MaaikePlatvoet: Waarom is #bata14 of #batavierenrace eigenlijk niet trending topic? Of zijn ze druk met hardlopen?',?
'RT @topicusbv: Collega\'s lopen nu op de campus. Doneer 2€ en ontvang een coole bril tegen de felle zon! Opbrengst gaat naar #bata4life @bat…',?
'Bijna starten als 15 minutenfietser voor de #batavierenrace! Zijn de dames ook al klaar?',?
'RT @MiriamLuizink: Wat een bikkels, alle lopers en vrijwilligers van de #bata2014, HULDE!',T
'RT @MaaikePlatvoet: We zijn gewoon met z\'n zessen hier aan het werk op de redactie! Bikkels! Gezellig! #bata14',?
'RT @Tubanter: @UTNieuws op de hoogte van dat er veel oud Kronos leden meedoen aan de #batavierenrace? Studenten uit de jaren zeventig. Arti…',?
'Ondanks het weer straks bij de finish ijsjes uitdelen aan alle motorrijders! #bata14 #batavierenrace',?
'Trots op onze sportieve dochter: meegedaan aan de #Batavierenrace! Doorweekt maar voldaan. Nu nog een nacht in het tentje?',?
'RT @EstherBeekhof: Ondanks het weer straks bij de finish ijsjes uitdelen aan alle motorrijders! #bata14 #batavierenrace',?
'RT @MiriamLuizink: Wat een bikkels, alle lopers en vrijwilligers van de #bata2014, HULDE!',?
'@tuecursor @wtbtue verzamelen op de Markt Enschede voor de laatste etappe #Batavierenrace! http://t.co/AnXOTk2xen',?
'RT @MiriamLuizink: Wat een bikkels, alle lopers en vrijwilligers van de #bata2014, HULDE!',?
'#Batavierenrace Laatste etappe!!! http://t.co/iLqJ1Y15oQ',?
'#bata14 tussendoortweet  Heertje: De meeste economen denken dat hun vak waardeloos is http://t.co/7efEQAPjEs http://t.co/iCNPBidnpb',?
'RT @UTNieuws: De redactie van @UTNieuws is terug op de campus. Er wordt hard gewerkt aan een update van #bata14 , inclusief interview met A…',?
'Fietser Harm is na 180 km over de finish! #bata14 #bikkel! http://t.co/ou35CuhEZn',?
'In afwachting.....finish #bata14 http://t.co/LjmuXSOX7o',?
'Ondanks de regen groot feest bij de finish van de batavierenrace. http://t.co/XwZdTAmThy',?
'RT @UTNieuws: In afwachting.....finish #bata14 http://t.co/LjmuXSOX7o',?
'@tuecursor @wtbtue De laatste etappe van de #Batavierenrace http://t.co/HhAJB9764m',?
'RT @UTNieuws: Fietser Harm is na 180 km over de finish! #bata14 #bikkel! http://t.co/ou35CuhEZn',?
'RT @UTNieuws: In afwachting.....finish #bata14 http://t.co/LjmuXSOX7o',?
'RT @UTNieuws: In afwachting.....finish #bata14 http://t.co/LjmuXSOX7o',?
'Ook aan de Drienerlolaan is de finish #batavierenrace mooi! #bata14 http://t.co/6YAGquhcXz',T
'@idzega1 Batavierenrace ;) Grootste studentenestafettewedstrijd ter wereld, van Nijmegen naar Enschede! Ik liep een etappe van 7.3 km :)',?
'Vanavond een heerlijk feestje bouwen voor alle HELDEN van de batavierenrace! We hebben knuffels mee als beloning! http://t.co/TUcAsO7VMm',?
'Enschede - Arnhem: van de Batavierenrace naar Vitesse - FC Groningen. Ga helaas wel 25 minuten te laat komen. 🚆#fcgroningen',?
'RT @__Pablito: Ook aan de Drienerlolaan is de finish #batavierenrace mooi! #bata14 http://t.co/6YAGquhcXz',T
'In afwachting.....finish #bata14 http://t.co/A14YCfWG2F”',?
'Zet m op allemaal!"@UTNieuws: In afwachting.....finish #bata14 http://t.co/sFZxPemqKz"',?
'Op de campus in Enschede vindt nu de finish van de Batavierenrace plaats. Zelf ook etappe van 9.5 km gedaan. http://t.co/1CWihqrhqS',?
'RT @pimfij: Ondanks de regen groot feest bij de finish van de batavierenrace. http://t.co/XwZdTAmThy',T
'RT @HOUSEDIEREN: Vanavond een heerlijk feestje bouwen voor alle HELDEN van de batavierenrace! We hebben knuffels mee als beloning! http://t…',?
'Lopers Batavierenrace onderweg naar #Enschede: De eerste vijftig lopers zijn begonnen aan de 42ste Batavierenr... http://t.co/Q0JoLh2ZGD',?
'RT @pimfij: Ondanks de regen groot feest bij de finish van de batavierenrace. http://t.co/XwZdTAmThy',T
'RT @__Pablito: Ook aan de Drienerlolaan is de finish #batavierenrace mooi! #bata14 http://t.co/6YAGquhcXz',T
'Wauw wat was de #Batavierenrace mooi! Helaas erg last van m\'n blessure, maar alsnog 10 km/u gerend. Volgend jaar sneller en blessureloos!',T
'Hoe zou het vandaag met onze atleten zijn gegaan tijdens de #batavierenrace?\nAmy, Ingrid en Edwin lopend en Christopheopop de fiets.',?
'Dit zijn ze! De winnaars van de #bata14! Groningen! http://t.co/vQ6sGnl27O',?
'RT @pimfij: Ondanks de regen groot feest bij de finish van de batavierenrace. http://t.co/XwZdTAmThy',T
'Proficiat Grunn!\n\n“@UTNieuws: Dit zijn ze! De winnaars van de #bata14! Groningen! http://t.co/sFWSevVZlQ”',?
'Zo, na 22 met de motor, 400 km en 32 uur zonder slaap gaat het kaarsje doven. Geslaagde @Batavierenrace #nijmegen #enschede #motard #truste',?
'Dochterlief #Line voorop bij rondje om kerk bij laatste etappe #bata2014 En rond in 27 minuten, sterk!!! http://t.co/DMt6kYWPOo',?
'Finish #Batavierenrace! Erg nat! #bata4life #kwf http://t.co/Zc3PHuFtGj',?
'RT @pimfij: Ondanks de regen groot feest bij de finish van de batavierenrace. http://t.co/XwZdTAmThy',T
'Groningen heeft de universiteitscompetitie van de @Batavierenrace gewonnen, Nijmegen is 2e geworden - http://t.co/8cqWoUzH6P #Bata14',?
'Binnen! Laat het feest beginnen #batavierenrace http://t.co/5dxkTw7qeA',?
'RT @UTNieuws: Dit zijn ze! De winnaars van de #bata14! Groningen! http://t.co/vQ6sGnl27O',?
'RT @UTNieuws: Dit zijn ze! De winnaars van de #bata14! Groningen! http://t.co/vQ6sGnl27O',?
'Nijmegen tweede 42e editie Batavierenrace: De hardlopers van de Rijksuniversiteit Groningen en de... http://t.co/jl5lCAQIQl #nultweevier',?
'RT @UTNieuws: Dit zijn ze! De winnaars van de #bata14! Groningen! http://t.co/vQ6sGnl27O',?
'Geen woord kwam op papier, de inkt liep uit. Zo hard regende het tijdens de finish van de #bata14. Maar gezellig was het wel!',T
'Het Groningse Universiteitsteam wint de 42e Batavierenrace. Nijmegen en Eindhoven zijn 2 en 3. Aeolus wint het Algemeen Klassement.',?
'RT @VrijhofUTwente: Proficiat Grunn!\n\n“@UTNieuws: Dit zijn ze! De winnaars van de #bata14! Groningen! http://t.co/sFWSevVZlQ”',?
'RT @Batavierenrace: Het Groningse Universiteitsteam wint de 42e Batavierenrace. Nijmegen en Eindhoven zijn 2 en 3. Aeolus wint het Algemeen…',?
'Anoek dicht bij de finish van de batavierenrace! http://t.co/FM1YO1U0x2',?
'RT @Batavierenrace: Het Groningse Universiteitsteam wint de 42e Batavierenrace. Nijmegen en Eindhoven zijn 2 en 3. Aeolus wint het Algemeen…',?
'Team Tu/e-Fontys takes 3rd place in the @Batavierenrace! Fantastic result! @Fontys @TUeindhoven @tuecursor',?
'RT @VrijhofUTwente: Proficiat Grunn!\n\n“@UTNieuws: Dit zijn ze! De winnaars van de #bata14! Groningen! http://t.co/sFWSevVZlQ”',?
'\'Team Eindhoven\' was the fastest student team from Eindhoven in the General Classification @Batavierenrace finishing 7th.',?
'Zonder diep te gaan maar te genieten. Nog niet topfit, maar op de weg terug! Fijn gevoel en echt genoten. #comeback #batavierenrace (2/2)',T
'Ook aan de Drienerlolaan is de finish #batavierenrace mooi! #bata14 http://t.co/edRzyZ1Jtv”',T
'RT @UTNieuws: Dit zijn ze! De winnaars van de #bata14! Groningen! http://t.co/vQ6sGnl27O',?
'Lopers Batavierenrace onderweg naar #Enschede: De eerste vijftig lopers zijn begonnen aan de 42ste Batavierenr... http://t.co/56InTalqjU',?
'RT @VrijhofUTwente: Proficiat Grunn!\n\n“@UTNieuws: Dit zijn ze! De winnaars van de #bata14! Groningen! http://t.co/sFWSevVZlQ”',?
'Ook de organisatie van het topteam van @vgst gaat tot het uiterste. Een voorlopig 27e plek voor ons! #batavierenrace http://t.co/SOiPXmAQpK',?
'ENGLISH. Overview Batavierenrace. Bad weather and unfortunate accidents. http://t.co/ZaqqrTDhje',?
'RT @SSCEindhoven: \'Team Eindhoven\' was the fastest student team from Eindhoven in the General Classification @Batavierenrace finishing 7th.',?
'RT @raymond_bouwman: In de #batavierenrace twee etappes hardgelopen met #kronos. Vroeger kronaut nu kronoud http://t.co/C6VO8sdCDK',?
'Proficiat met derde plek!  @SSCEindhoven: Team Tu/e-Fontys  @Batavierenrace.  Zijn jullie al weer droog? ^NS',?
'Korten ze de etappe in, heel m\'n schema in de war ;) Maar m\'n team niet teleurgesteld. 11,6 gem in eigen meting. #batavierenrace',?
'RT @Harriegerrits14: Ook aan de Drienerlolaan is de finish #batavierenrace mooi! #bata14 http://t.co/edRzyZ1Jtv”',?
'Niek heeft de laatste etappe van de #bata14 gewonnen. Het RUG/Hanze @RunnersworldGr team, met inbreng van T4M atleten won de race! #winnen',?
